Hierarchy,Identification,Name,Quantity,Unit,Value
1,B.74.50.06,VALVOLA A FARFALLA WAFER DN 65,1,cad,125.3
1,B.74.50.07,VALVOLA A FARFALLA WAFER DN 80,1,cad,143.8
1,B.74.50.08,VALVOLA A FARFALLA WAFER DN 100,1,cad,165.54
1,B.74.50.09,VALVOLA A FARFALLA WAFER DN 125,1,cad,203.81
1,B.74.50.10,VALVOLA A FARFALLA WAFER DN 150,1,cad,276.94
1,B.74.50.11,VALVOLA A FARFALLA WAFER DN 200,1,cad,350.63
1,B.74.50.12,VALVOLA A FARFALLA WAFER DN 250,1,cad,570.14
1,B.74.51.01,VALVOLA A SARACINESCA DN 40,1,cad,103.43
1,B.74.51.02,VALVOLA A SARACINESCA DN 50,1,cad,122.2
1,B.74.51.03,VALVOLA A SARACINESCA DN 65,1,cad,170.31
1,B.74.51.04,VALVOLA A SARACINESCA DN 80,1,cad,218.06
1,B.74.51.05,VALVOLA A SARACINESCA DN 100,1,cad,268.42
1,B.74.51.06,VALVOLA A SARACINESCA DN 125,1,cad,346.04
1,B.74.51.07,VALVOLA A SARACINESCA DN 150,1,cad,463.74
1,B.74.51.08,VALVOLA A SARACINESCA DN 200,1,cad,712.6
1,B.74.52.01,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FILETTATA D = 1/2""",1,cad,51.07
1,B.74.52.02,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FILETTATA D = 3/4""",1,cad,52.66
1,B.74.52.03,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FILETTATA D = 1""",1,cad,60.84
1,B.74.52.04,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FILETTATA D = 1""1/4",1,cad,75.32
1,B.74.52.05,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FILETTATA D = 1""1/2",1,cad,94.94
1,B.74.52.06,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FILETTATA D = 2""",1,cad,128.21
1,B.74.53.01,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FLANGIATA DN 65",1,cad,511.49
1,B.74.53.02,"VALVOLA DI BILANCIAMENTO A STELO INCLINATO, FLANGIATA DN 80",1,cad,747.23
1,B.74.53.03,"VALVOLA DI BILANCIAMENTO ASTELO INCLINATO, FLANGIATA DN 100",1,cad,1053.62
1,B.74.53.04,"VALVOLA DI BILANCIAMENTO ASTELO INCLINATO, FLANGIATA DN 125",1,cad,1540.44
1,B.74.53.05,"VALVOLA DI BILANCIAMENTO ASTELO INCLINATO, FLANGIATA DN 150",1,cad,1952.35
1,B.74.53.06,"VALVOLA DI BILANCIAMENTO ASTELO INCLINATO, FLANGIATA DN 200",1,cad,4263.85
1,B.74.53.07,"VALVOLA DI BILANCIAMENTO ASTELO INCLINATO, FLANGIATA DN 250",1,cad,7060.47
1,B.74.53.08,"VALVOLA DI BILANCIAMENTO ASTELO INCLINATO, FLANGIATA DN 300",1,cad,9452.83
1,B.74.54.01,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 15,1,cad,81.93
1,B.74.54.02,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 20,1,cad,88.69
1,B.74.54.03,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 25,1,cad,104.47
1,B.74.54.04,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 32,1,cad,122.31
1,B.74.54.05,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 40,1,cad,139.16
1,B.74.54.06,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 50,1,cad,170.63
1,B.74.54.07,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 65,1,cad,235.7
1,B.74.54.08,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 80,1,cad,298.62
1,B.74.54.09,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 100,1,cad,389.56
1,B.74.54.10,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 125,1,cad,623
1,B.74.54.11,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 150,1,cad,788.04
1,B.74.54.12,VALVOLA DI INTERCETTAZIONE E REGOLAZ. A FL. AVVIATO PN 16 DN 200,1,cad,1816.35
1,B.74.55.01,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 25,1,cad,57.14
1,B.74.55.02,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 32,1,cad,63.63
1,B.74.55.03,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 40,1,cad,76.7
1,B.74.55.04,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 50,1,cad,96.26
1,B.74.55.05,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 65,1,cad,116.54
1,B.74.55.06,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 80,1,cad,132.59
1,B.74.55.07,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 100,1,cad,188.84
1,B.74.55.08,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 125,1,cad,239.21
1,B.74.55.09,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 150,1,cad,263.47
1,B.74.55.10,VALVOLA DI INTERCETTAZIONE SC. RIDOTTO DN 200,1,cad,1050.05
1,B.74.56.01,VALVOLA DI RITEGNO A DISCO DN 25,1,cad,30.2
1,B.74.56.02,VALVOLA DI RITEGNO A DISCO DN 32,1,cad,43.62
1,B.74.56.03,VALVOLA DI RITEGNO A DISCO DN 40,1,cad,48.22
1,B.74.56.04,VALVOLA DI RITEGNO A DISCO DN 50,1,cad,60.66
1,B.74.56.05,VALVOLA DI RITEGNO A DISCO DN 65,1,cad,85.35
1,B.74.56.06,VALVOLA DI RITEGNO A DISCO DN 80,1,cad,130.33
1,B.74.56.07,VALVOLA DI RITEGNO A DISCO DN 100,1,cad,171.26
1,B.74.56.08,VALVOLA DI RITEGNO A DISCO DN 125,1,cad,338.72
1,B.74.56.09,VALVOLA DI RITEGNO A DISCO DN 150,1,cad,411.64
1,B.74.56.10,VALVOLA DI RITEGNO A DISCO DN 200,1,cad,588.74
1,B.74.57.01,"VALVOLA DI RITEGNO EUROPA D = 1/2""",1,cad,5.21
1,B.74.57.02,"VALVOLA DI RITEGNO EUROPA D = 3/4""",1,cad,7.41
1,B.74.57.03,"VALVOLA DI RITEGNO EUROPA D = 1""",1,cad,10.61
1,B.74.57.04,"VALVOLA DI RITEGNO EUROPA D = 1""1/4",1,cad,16.29
1,B.74.57.05,"VALVOLA DI RITEGNO EUROPA D = 1""1/2",1,cad,23.67
1,B.74.57.06,"VALVOLA DI RITEGNO EUROPA D = 2""",1,cad,27.01
1,B.74.57.07,"VALVOLA DI RITEGNO EUROPA D = 2""1/2",1,cad,54
1,B.74.57.08,"VALVOLA DI RITEGNO EUROPA D = 3""",1,cad,76.57
1,B.74.58.01,"VALVOLA DI SICUREZZA D = 1/2"" x 3/4"" ISPESL",1,cad,58.59
1,B.74.58.02,"VALVOLA DI SICUREZZA D = 3/4"" x 1"" ISPESL",1,cad,80.23
1,B.74.58.03,"VALVOLA DI SICUREZZA D = 1"" x 1""1/4 ISPESL",1,cad,169.05
1,B.74.58.04,"VALVOLA DI SICUREZZA D = 1""1/4 x 1""1/2 ISPESL",1,cad,214.88
1,B.74.59.01,"VASO DI ESPANSIONE C = 5 l, unificato",1,cad,28.75
1,B.74.59.02,"VASO DI ESPANSIONE C = 8 l, unificato",1,cad,30.08
1,B.74.59.03,"VASO DI ESPANSIONE C = 12 l, unificato",1,cad,33.78
1,B.74.59.04,"VASO DI ESPANSIONE C = 18 l, unificato",1,cad,40.05
1,B.74.59.05,"VASO DI ESPANSIONE C = 24 l, unificato",1,cad,43.24
1,B.74.59.06,"VASO DI ESPANSIONE C = 35 l, normale",1,cad,66.12
1,B.74.59.07,"VASO DI ESPANSIONE C = 50 l, normale",1,cad,79.41
1,B.74.59.08,"VASO DI ESPANSIONE C = 80 l, normale",1,cad,125.45
1,B.74.59.09,"VASO DI ESPANSIONE C = 105 l, normale",1,cad,172.51
1,B.74.59.10,"VASO DI ESPANSIONE C = 150 l, normale",1,cad,219.16
1,B.74.59.11,"VASO DI ESPANSIONE C = 200 l, normale",1,cad,310.8
1,B.74.59.12,"VASO DI ESPANSIONE C = 250 l, normale",1,cad,382.08
1,B.74.59.13,"VASO DI ESPANSIONE C = 300 l, normale",1,cad,460.94
1,B.74.59.14,"VASO DI ESPANSIONE C = 400 l, normale",1,cad,641.51
1,B.74.59.15,"VASO DI ESPANSIONE C = 500 l, normale",1,cad,806.9
1,B.74.59.16,"VASO DI ESPANSIONE C = 60 l, atossica",1,cad,187.14
1,B.74.59.17,"VASO DI ESPANSIONE C = 80 l, atossica",1,cad,236.65
1,B.74.59.18,"VASO DI ESPANSIONE C = 100 l, atossica",1,cad,346.92
1,B.74.59.19,"VASO DI ESPANSIONE C = 200 l, atossica",1,cad,546.5
1,B.74.59.20,"VASO DI ESPANSIONE C = 300 l, atossica",1,cad,655.78
1,B.74.59.21,"VASO DI ESPANSIONE C = 500 l, atossica",1,cad,1102.48
1,B.74.60.01,VERNICIATURA ANTIRUGGINE PER TUBAZIONI verniciatura antiruggine per tubazioni - due mani di vernice,1,m²,1.4
1,B.74.61.01,CONTABILIZZAZIONE INDIRETTA ripartitore elettronico,1,cad,46.47
1,B.75.01.a,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 3,0 m con filo 2,2/3,2 mm",1,m²,56.1
1,B.75.01.b,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 4,0 m con filo 2,2/3,2 mm",1,m²,61.56
1,B.75.01.c,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 3,0 m con filo 2,7/3,7 mm",1,m²,73.16
1,B.75.01.d,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 4,0 m con filo 2,7/3,7 mm",1,m²,77.29
1,B.75.01.e,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 5,0 m con filo 2,7/3,7 mm",1,m²,85.42
1,B.75.01.f,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 6,0 m con filo 2,7/3,7 mm",1,m²,93.56
1,B.75.01.g,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 7,0 m con filo 2,7/3,7 mm",1,m²,101.74
1,B.75.01.h,"STRUTTURA DI SOSTEGNO IN TERRA RINFORZATA RINVERDIBILE Per elementi con lunghezza di ancoraggio di 8,0 m con filo 2,7/3,7 mm",1,m²,109.22
1,B.75.02.a,"RAFFORZAMENTO CORTICALE SCARPATE CON RETE METALLICA PLASTIFICATA Maglia tipo 8x10 filo 2,70/3,70 fune 6/8 mm rinforzo corticale e protezione paramassi con raster 3x3 m",1,m²,52.52
1,B.75.02.b,"RAFFORZAMENTO CORTICALE SCARPATE CON RETE METALLICA PLASTIFICATA Maglia tipo 8x10 filo 2,70/3,70 fune 6/8 mm rinforzo corticale e protezione paramassi con raster 6x3 m",1,m²,48.76
1,B.75.03.a,RAFFORZAMENTO CORTICALE SCARPATE CON GEOCOMPOSITO Raster 3x3 m resistenza a trazione longitudinale nominale pari ad almento 70 kN/m,1,m²,56.15
1,B.75.03.b,RAFFORZAMENTO CORTICALE SCARPATE CON GEOCOMPOSITO Raster 6x3 m resistenza a trazione longitudinale nominale pari ad almeno 70 kN/m,1,m²,52.37
1,B.75.04.a,"RAFFORZAMENTO CORTICALE SCARPATE CON RETE METALLICA NON PLASTIFICATA Maglia tipo 8x10 filo 2,70/3,70 fune 6/8 mm rinforzo corticale e protezione paramassi con raster 3x3 m",1,m²,38.24
1,B.75.04.b,"RAFFORZAMENTO CORTICALE SCARPATE CON RETE METALLICA NON PLASTIFICATA Maglia tipo 8x10 filo 2,70/3,70 fune 6/8 mm rinforzo corticale e protezione paramassi con raster 6x3 m",1,m²,34.48
1,B.76.01.a,ATTENUATORI D'URTO REDIRETTIVI - CLASSE 80 PARALLELO,1,cad,11948.5
1,B.76.01.b,ATTENUATORI D'URTO REDIRETTIVI - CLASSE 80 LARGO,1,cad,12834.28
1,B.76.01.c,ATTENUATORI D'URTO REDIRETTIVI - CLASSE 100 PARALLELO,1,cad,14771.06
1,B.76.01.d,ATTENUATORI D'URTO REDIRETTIVI - CLASSE 100 LARGO,1,cad,15656.45
1,B.76.01.e,ATTENUATORI D'URTO REDIRETTIVI - SUPPORTO INTERMEDIO,1,cad,233.42
1,B.76.01.f,ATTENUATORI D'URTO REDIRETTIVI - FRONTALE DI TESTATA,1,cad,266.94
1,B.76.01.g,ATTENUATORI D'URTO REDIRETTIVI - LAMA TRIPLA/DOPPIA ONDA PER ATTENUATORE,1,cad,149.97
1,B.76.01.h,ATTENUATORI D'URTO REDIRETTIVI - ELEMENTO/I ASSORBITORI DI ENERGIA,1,cad,886.56
1,B.76.01.i,ATTENUATORI D'URTO - ELEMENTI DI ATTENUATORE D'URTO COMPLETO,1,cad,2761.92
1,B.76.02.a,ELEMENTI DI COLLEGAMENTO TRA TERMINALI SPECIALI E BARRIERA - PER BARRIERA TIPO A MURETTO,1,cad,402.04
1,B.76.02.b,ELEMENTI DI COLLEGAMENTO TRA TERMINALI SPECIALI E BARRIERA - PER BARRIERA TIPO A NASTRI E PALETTI,1,cad,280.09
1,B.76.03.a,SISTEMA COMPLETO DI ASSORBITORI DI ENERGIA D'URTO PER OSTACOLO ISOLATO CLASSE 50,1,cad,3227.95
1,B.76.04.a,DISPOSITIVO STRADALE PER CHIUSURA VARCHI DI TIPO AMOVIBILE - NORMALE,1,m,644.6
1,B.76.04.b,DISPOSITIVO STRADALE PER CHIUSURA VARCHI DI TIPO AMOVIBILE - EMERGENZA,1,m,1093.74
1,B.76.05.a,FORNITURA DI SISTEMA COMPLETO DI TERMINALI SPECIALI CLASSE DI PRESTAZIONE T50,1,cad,1865.08
1,B.76.05.b,FORNITURA DI SISTEMA COMPLETO DI TERMINALI SPECIALI CLASSE DI PRESTAZIONE P2/T80,1,cad,2333.61
1,B.76.05.c,FORNITURA DI SISTEMA COMPLETO DI TERMINALI SPECIALI CLASSE DI PRESTAZIONE P4/T110,1,cad,3977.91
1,B.76.06.a,BARRIERA DEBRIS FLOW,1,m²,300
1,B.76.07.a,VERNICE EPOSSIDICA PURA,1,kg,13.96
1,B.76.07.b,VERNICE ACRILICA PER GALLERIE,1,l,7.97
1,B.76.07.c,VERNICE ACRILICA PER GALLERIE COLORATA RAL,1,l,9.16
1,B.76.07.d,VERNICE MONOCOMPONENTE A BASE DI RESINE METACRILICHE,1,l,13.28
1,B.76.07.e,VERNICE EPOSSI-SILOSSANICA,1,l,99.25
1,B.76.07.f,VERNICE EPOSSI-ACRILICA,1,l,9.3
1,B.76.07.g,VERNICE A TEMPERA,1,kg,2.26
1,B.76.07.h,VERNICE CON BIOSSIDO DI TITANIO,1,kg,66.44
1,B.76.07.i,VERNICE RIFRANGENTE SOLVENTE A BASE ACRILICA O ALCHIDICA PER SEGNALETICA STRADALE,1,kg,1.66
1,B.76.07.j,VERNICE RIFRANGENTE A BASE ACQUA PER SEGNALETICA STRADALE,1,kg,2.59
1,B.76.07.k,VERNICI NORMALI PER USO STRADALE AVENTE VISCOSITA' CORRISPONDENTE A 70-90 UNITA' KREBS DI COLORE NERO,1,kg,2.47
1,B.76.10.a,ELEMENTI PER RIPARAZIONI BARRIERE DI SICUREZZA - NASTRO IN ACCIAIO ZINCATO N2,1,m,22.48
1,B.76.10.b,ELEMENTI PER RIPARAZIONI BARRIERE DI SICUREZZA - NASTRO IN ACCIAIO ZINCATO H2,1,m,50.26
1,B.76.10.c,ELEMENTI PER RIPARAZIONI BARRIERE DI SICUREZZA - ELEMENTO DI SOSTEGNO SU RILEVATO,1,cad,28.32
1,B.76.10.d,ELEMENTI PER RIPARAZIONI BARRIERE DI SICUREZZA - ELEMENTO DI SOSTEGNO SU MURATURA,1,cad,28.54
1,B.76.10.e,ELEMENTI PER RIPARAZIONI BARRIERE DI SICUREZZA - GRUPPO BULLONI,1,cad,9.3
1,B.76.10.f,ELEMENTI PER RIPARAZIONI BARRIERE DI SICUREZZA - DISTANZIATORE METALLICO IN ACCIAIO ZINCATO,1,cad,4.32
1,B.76.11.a,BARRIERA NEW JERSEY IN PVC - DIMENSIONI 40x140x60 ml (h),1,cad,60.87
1,B.76.11.b,BARRIERA NEW JERSEY IN PVC - DIMENSIONI 40x160x60 ml (h),1,cad,75.89
1,B.76.11.c,BARRIERA NEW JERSEY IN PVC - DIMENSIONI 45x100x70 ml (h),1,cad,53.75
1,B.76.11.d,BARRIERA NEW JERSEY IN PVC - DIMENSIONI 52x160x100 ml (h),1,cad,162.06
1,B.76.12.a,SEGNALE TRIANGOLARE IN LAMIERA DI ALLUMINIO - LATO 90 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,38.34
1,B.76.12.b,SEGNALE TRIANGOLARE IN LAMIERA DI ALLUMINIO - LATO 120 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,75.89
1,B.76.12.c,SEGNALE TRIANGOLARE IN LAMIERA DI ALLUMINIO - LATO 90 cm CLASSE RA2 (livello prestazionale base),1,cad,63.64
1,B.76.12.d,SEGNALE TRIANGOLARE IN LAMIERA DI ALLUMINIO - LATO 120 cm CLASSE RA2 (livello prestazionale base),1,cad,135.97
1,B.76.13.a,SEGNALE CIRCOLARE IN LAMIERA DI ALLUMINIO - D=90 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,77.47
1,B.76.13.b,SEGNALE CIRCOLARE IN LAMIERA DI ALLUMINIO - D=60 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,38.66
1,B.76.13.c,SEGNALE CIRCOLARE IN LAMIERA DI ALLUMINIO - D=90 cm CLASSE RA2 (livello prestazionale base),1,cad,138.34
1,B.76.13.d,SEGNALE CIRCOLARE IN LAMIERA DI ALLUMINIO - D=60 cm CLASSE RA2 (livello prestazionale base),1,cad,61.66
1,B.76.14.a,SEGNALE QUADRATO IN LAMIERA DI ALLUMINIO - LATO 60 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,41.11
1,B.76.14.b,SEGNALE QUADRATO IN LAMIERA DI ALLUMINIO - LATO 60 cm CLASSE RA2 (livello prestazionale base),1,cad,66.4
1,B.76.14.c,SEGNALE QUADRATO IN LAMIERA DI ALLUMINIO LATO 90 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,97.23
1,B.76.14.d,SEGNALE QUADRATO IN LAMIERA DI ALLUMINIO LATO 90 cm CLASSE RA2 (livello prestazionale base) 5,1,cad,166.8
1,B.76.15.a,SEGNALE OTTAGONALE IN LAMIERA DI ALLUMINIO - D=60 cm CLASSE RA2 (livello prestazionale base),1,cad,61.66
1,B.76.15.b,SEGNALE OTTAGONALE IN LAMIERA DI ALLUMINIO - D=90 cm CLASSE RA2 (livello prestazionale base),1,cad,117
1,B.76.15.c,SEGNALE OTTAGONALE IN LAMIERA DI ALLUMINIO - D=120 cm CLASSE RA2 (livello prestazionale base),1,cad,167.59
1,B.76.16.a,PANNELLO RETTANGOLARE IN LAMIERA DI ALLUMINIO - DIM. 90x135 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,211.07
1,B.76.16.b,PANNELLO RETTANGOLARE IN LAMIERA DI ALLUMINIO - DIM. 90x135 cm CLASSE RA2 (livello prestazionale base),1,cad,244.27
1,B.76.16.c,PANNELLO RETTANGOLARE IN LAMIERA DI ALLUMINIO - DIM. 135x200 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,471.94
1,B.76.16.d,PANNELLO RETTANGOLARE IN LAMIERA DI ALLUMINIO - DIM. 135x200 cm CLASSE RA2 (livello prestazionale base),1,cad,543.87
1,B.76.17.01,RETTANGOLO DI PREAVVISO IN LAMIERA DI ALLUMINIO - CLASSE RA2 (livello prestazionale base),1,dm2,1.86
1,B.76.17.02,SEGNALE DI INDICAZIONE EXTRAURBANO IN LAMIERA DI ALLUMINIO - DIM. 130x30 cm CLASSE RA2 (livello prestazionale base),1,cad,71.94
1,B.76.17.03,SEGNALE DI INDICAZIONE EXTRAURBANO IN LAMIERA DI ALLUMINIO - DIM. 150x40 cm CLASSE RA2 (livello prestazionale base),1,cad,111.46
1,B.76.17.04,SEGNALE DI INDICAZIONE EXTRAURBANO CLASSE RA2 (livello prest. base) - MAGG. SUP. RISPETTO ALLE DIM. STANDARD,1,dm2,1.86
1,B.76.17.05,SEGNALE DI INDICAZIONE URBANO IN LAMIERA DI ALLUMINIO - DIM. 125x25 cm CLASSE RA2 (livello prestazionale base),1,cad,57.71
1,B.76.17.06,SEGNALE DI INDICAZIONE URBANO IN LAMIERA DI ALLUMINIO - DIM. 150x30 cm CLASSE RA2 (livello prestazionale base),1,cad,83
1,B.76.17.07,SEGNALE DI INDICAZIONE URBANO CLASSE RA2 (livello prest. base) - MAGG. SUP. RISPETTO ALLE DIM. STANDARD,1,dm2,1.86
1,B.76.17.08,TABELLA DI IDENTIFICAZIONE STRADA REGIONALE E PROVINCIALE - CLASSE RA1 (livello prestazionale inferiore),1,cad,14.23
1,B.76.17.09,PANNELLO DI INDICAZIONE OSTACOLO - LATO DESTRO CORSIA DI MARCIA,1,cad,26.09
1,B.76.17.10,PANNELLO DI INDICAZIONE OSTACOLO - LATO SINISTRO CORSIA DI MARCIA,1,cad,26.09
1,B.76.17.11,CIPPO KILOMETRICO IN LAMIERA DI ALLUMINIO DA 15/10 - DIMENSIONI 40x60 cm,1,cad,94.86
1,B.76.17.12,CIPPO KILOMETRICO IN LAMIERA DI ALLUMINIO DA 15/10 - DIMENSIONI 60x90 cm,1,cad,126.48
1,B.76.17.13,CIPPO KILOMETRICO IN LAMIERA DI ALLUMINIO DA 25/10 - DIMENSIONI 50x80 cm,1,cad,114.62
1,B.76.17.14,CIPPO KILOMETRICO IN LAMIERA DI ALLUMINIO DA 25/10 - DIMENSIONI 50x75 cm,1,cad,110.67
1,B.76.17.15,CIPPO ETTOMETRICO IN LAMIERA DI ALLUMINIO - DIM. 25x25 cm,1,cad,30.83
1,B.76.17.16,PANNELLI INTEGRATIVI PER SEGNALI STRADALI - CLASSE RA1 (livello prestazionale inferiore),1,dm2,1.74
1,B.76.17.17,PANNELLI INTEGRATIVI PER SEGNALI STRADALI - CLASSE RA2 (livello prestazionale base),1,dm2,2.02
1,B.76.17.18,PANNELLO INTEGRATIVO IN LAMIERA DI ALLUMINIO - DIM. 80x80 cm CLASSE RA1 (livello prestazionale inferiore),1,cad,110.67
1,B.76.17.19,PANNELLO INTEGRATIVO IN LAMIERA DI ALLUMINIO - DIM. 80x80 cm CLASSE RA2 (livello prestazionale base),1,cad,128.85
1,B.76.17.20,SEGNALE DI PASSAGGIO OBBLIGATORIO PER VEICOLI OPERATIVI FIG. II 398 CLASSE RA2 DIM. 70X70 cm/DISCO D =40 cm,1,cad,100.21
1,B.76.17.21,SEGNALE DI PASSAGGIO OBBLIGATORIO PER VEICOLI OPERATIVI FIG. II 398 CLASSE RA2 DIM. 90X90 cm/DISCO D=60 cm,1,cad,165.66
1,B.76.17.22,SPECCHIO PARABOLICO DIAMETRO 60 cm,1,cad,43.48
1,B.76.17.23,SPECCHIO PARABOLICO DIAMETRO 90 cm,1,cad,86.17
1,B.76.17.24,SEGNALE DI PREAVVISO SEMAFORICO,1,cad,228.87
1,B.76.17.25,PANNELLO RIFLETTENTE CON SUPPORTO IN GOMMA,1,cad,59.29
1,B.76.17.26,FORNITURA DI PELLICOLA CLASSE RA1 (livello prestazionale inferiore),1,m2,12.76
1,B.76.17.27,FORNITURA DI PELLICOLA CLASSE RA2 (livello prestazionale base),1,m2,35.65
1,B.76.17.28,FORNITURA DI SCRITTE E SIMBOLI SU PELLICOLA CLASSE RA1 (livello prestazionale inferiore),1,m2,14.65
1,B.76.17.29,FORNITURA DI SCRITTE E SIMBOLI SU PELLICOLA CLASSE RA2 (livello prestazionale base),1,m2,40.98
1,B.76.17.30,SOVRAPREZZO PER USO DI PELLICOLA CLASSE R3B (livello prestazionale superiore),1,%,8.6
1,B.76.17.31,SOVRAPPREZZO PER SEGNALETICA CON PELLICOLA ANTICONDENSA,1,%,17.18
1,B.76.18.a,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70X150 cm CLASSE RA2 (livello prestazionale base,1,cad,211.07
1,B.76.18.b,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70x160 cm CLASSE RA2 (livello prestazionale base,1,cad,217.39
1,B.76.18.c,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70x170 cm CLASSE RA2 (livello prestazionale base),1,cad,227.67
1,B.76.18.d,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70x180 cm CLASSE RA2 (livello prestazionale base,1,cad,236.36
1,B.76.18.e,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70x220 cm CLASSE RA2 (livello prestazionale base,1,cad,267.98
1,B.76.18.f,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70X150 cm CLASSE RA1 (livello prest. inferiore),1,cad,169.96
1,B.76.18.g,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70X160 cm CLASSE RA1 (livello prest. inferiore),1,cad,181.03
1,B.76.18.h,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70X170 cm CLASSE RA1 (livello prest. inferiore),1,cad,192.89
1,B.76.18.i,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70X180 cm CLASSE RA1 (livello prest. inferiore),1,cad,211.07
1,B.76.18.j,SEGNALE DI INIZIO E FINE CENTRO ABITATO IN LAMIERA DI ALLUMINIO- DIM. 70X220 cm CLASSE RA1 (livello prest. inferiore),1,cad,232.41
1,B.76.19.a,SEGNALI DI LOCALIZZAZIONE E INDICAZIONE SERVIZI IN LAMIERA DI ALLUMINIO-DIM. 60x90 cm CLASSE RA1 (liv. prest. inferiore),1,cad,69.57
1,B.76.19.b,SEGNALI DI LOCALIZZAZIONE E INDICAZIONE SERVIZI IN LAMIERA DI ALLUMINIO-DIM. 60x90 cm CLASSE RA2 (liv. prest. base),1,cad,90.91
1,B.76.19.c,SEGNALI DI LOCALIZZAZIONE E INDICAZIONE SERVIZI IN LAMIERA DI ALLUMINIO-DIM. 40x60 cm CLASSE RA1 (liv. prest. inferiore),1,cad,35.57
1,B.76.19.d,SEGNALI DI LOCALIZZAZIONE E INDICAZIONE SERVIZI IN LAMIERA DI ALLUMINIO-DIM. 40x60 cm CLASSE RA2 (liv. prest. base),1,cad,44.27
